         5864117 function calls (5727303 primitive calls) in 13.246 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        8    0.000    0.000    0.000    0.000 _nonlin.py:111(_set_doc)
        2    0.000    0.000    0.000    0.000 tools.py:1(<module>)
      182    0.000    0.000    0.000    0.000 results.py:17(__getitem__)
        1    0.000    0.000    0.000    0.000 dominating_set.py:1(<module>)
        5    0.000    0.000    0.000    0.000 client.py:429(flush)
        2    0.000    0.000    0.000    0.000 matfuncs.py:1(<module>)
      263    0.000    0.000    0.000    0.000 contextlib.py:423(__enter__)
        5    0.000    0.000    0.000    0.000 __init__.py:304(__getattr__)
        1    0.000    0.000    0.000    0.000 canonical_constraint.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method uarray._uarray.set_global_backend}
        1    0.000    0.000    0.000    0.000 joint_degree_seq.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lattice.py:1(<module>)
        1    0.000    0.000    0.000    0.000 chains.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gaussiandomains.py:326(GaussianIntegerRing)
       11    0.000    0.000    0.000    0.000 decorator.py:152(<listcomp>)
        1    0.000    0.000    0.000    0.000 _cm_listed.py:2061(<dictcomp>)
        1    0.000    0.000    0.000    0.000 multi_dispatch.py:29(array)
        3    0.000    0.000    0.000    0.000 multi_dispatch.py:57(_multi_dispatch)
        1    0.000    0.000    0.000    0.000 tapering.py:1(<module>)
        4    0.000    0.000    0.000    0.000 getlimits.py:62(smallest_subnormal)
        1    0.000    0.000    0.000    0.000 series_class.py:11(SeriesBase)
        1    0.000    0.000    0.000    0.000 platform.py:785(__iter__)
        1    0.000    0.000    0.000    0.000 refine.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hyperbolic.py:1253(acosh)
        1    0.000    0.000    0.000    0.000 nesterov_momentum.py:1(<module>)
        3    0.000    0.000    0.000    0.000 deprecation.py:460(<listcomp>)
        5    0.000    0.000    0.000    0.000 sessions.py:107(get_redirect_target)
        1    0.000    0.000    0.000    0.000 observable_hf.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method nt.open}
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        5    0.000    0.000    0.000    0.000 parse.py:888(quote_from_bytes)
        1    0.000    0.000    0.000    0.000 rms_prop.py:1(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:1585(Ellipse)
        1    0.000    0.000    0.000    0.000 _tester.py:1(<module>)
        1    0.000    0.000    0.000    0.000 scale.py:609(LogisticTransform)
       20    0.000    0.000    0.000    0.000 loaders.py:622(<dictcomp>)
       10    0.000    0.000    0.000    0.000 platform.py:1108(python_version)
        1    0.000    0.000    0.000    0.000 numbers.py:2043(Integer)
       97    0.000    0.000    0.000    0.000 docscrape.py:389(<listcomp>)
        1    0.000    0.000    0.000    0.000 uu.py:1(<module>)
        7    0.000    0.000    0.000    0.000 core_schema.py:1408(list_schema)
        1    0.000    0.000    0.000    0.000 realtransforms.py:1(<module>)
      246    0.000    0.000    0.000    0.000 core.py:772(postParse)
      116    0.000    0.000    0.000    0.000 _generate_schema.py:1093(<listcomp>)
      116    0.000    0.000    0.000    0.000 fields.py:523(deprecation_message)
       45    0.000    0.000    0.000    0.000 typing.py:2248(<listcomp>)
        3    0.000    0.000    0.000    0.000 _common.py:132(_validate_fromutc_inputs)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4918(laplace_gen)
       11    0.000    0.000    0.000    0.000 _make.py:1909(fields)
       60    0.000    0.000    0.000    0.000 connection.py:300(<genexpr>)
      189    0.000    0.000    0.000    0.000 status_codes.py:117(<genexpr>)
        1    0.000    0.000    0.000    0.000 discrete_quadratic_model.py:91(DiscreteQuadraticModel)
        1    0.000    0.000    0.000    0.000 satisfiability.py:1(<module>)
       10    0.000    0.000    0.000    0.000 typing.py:185(_type_repr)
      174    0.000    0.000    0.000    0.000 multiarray.py:153(concatenate)
        1    0.000    0.000    0.000    0.000 secrets.py:48(token_hex)
        1    0.000    0.000    0.000    0.000 exponential.py:218(exp)
        3    0.000    0.000    0.000    0.000 _mixins.py:72(ravel_compat)
       35    0.000    0.000    0.000    0.000 warnings.py:47(as_action)
        6    0.000    0.000    0.000    0.000 std.py:108(release)
        2    0.000    0.000    0.000    0.000 ansitowin32.py:49(isatty)
        1    0.000    0.000    0.000    0.000 matpow.py:12(MatPow)
        6    0.000    0.000    0.000    0.000 rcsetup.py:291(validate_color_or_inherit)
        1    0.000    0.000    0.000    0.000 patches.py:931(RegularPolygon)
       88    0.000    0.000    0.000    0.000 autoray.py:471(register_function)
        1    0.000    0.000    0.000    0.000 runners.py:1(<module>)
        2    0.000    0.000    0.000    0.000 testing.py:124(TestParseResultsAsserts)
        1    0.000    0.000    0.000    0.000 _types.py:60(TypeChecker)
        4    0.000    0.000    0.000    0.000 decorators.py:408(unique_variable_labels)
       20    0.000    0.000    0.000    0.000 {method 'subn' of 're.Pattern' objects}
      160    0.000    0.000    0.000    0.000 inspect.py:3010(return_annotation)
        1    0.000    0.000    0.000    0.000 ImageMode.py:1(<module>)
        1    0.000    0.000    0.000    0.000 locales.py:1384(PolishLocale)
        6    0.000    0.000    0.000    0.000 std.py:104(acquire)
        2    0.000    0.000    0.000    0.000 platform.py:716(_get_machine_win32)
        1    0.000    0.000    0.000    0.000 community_utils.py:6(is_partition)
        1    0.000    0.000    0.000    0.000 _core.py:616(Resolver)
        1    0.000    0.000    0.000    0.000 operation.py:187(WiresEnum)
      123    0.000    0.000    0.000    0.000 _core_utils.py:465(<genexpr>)
        2    0.000    0.000    0.000    0.000 getlimits.py:86(_str_smallest_subnormal)
        1    0.000    0.000    0.000    0.000 libmpf.py:136(<listcomp>)
        1    0.000    0.000    0.000    0.000 polyclasses.py:146(DMP)
        1    0.000    0.000    0.000    0.000 socket.py:494(_real_close)
      165    0.000    0.000    0.000    0.000 expr.py:253(_node_not_implemented)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:7063(pearson3_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:8150(skew_norm_gen)
        1    0.000    0.000    0.000    0.000 Image.py:197(Dither)
        1    0.000    0.000    0.000    0.000 _elffile.py:21(EIClass)
       42    0.000    0.000    0.000    0.000 utils.py:273(find)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 degree_alg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _arrow_string_mixins.py:1(<module>)
        3    0.000    0.000    0.000    0.000 matrices.py:749(__init__)
        1    0.000    0.000    0.000    0.000 result.py:24(TestResult)
        1    0.000    0.000    0.000    0.000 _parser.py:568(parser)
        1    0.000    0.000    0.000    0.000 Image.py:210(Quantize)
        2    0.000    0.000    0.000    0.000 core.py:5044(__init__)
       12    0.000    0.000    0.000    0.000 autoray.py:285(infer_backend)
        5    0.000    0.000    0.000    0.000 chain_breaks.py:66(<listcomp>)
        1    0.000    0.000    0.000    0.000 lazy_imports.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _parser.py:1371(_tzparser)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:99(Disposal)
        5    0.000    0.000    0.000    0.000 autoray.py:1214(default_dispatcher)
        1    0.000    0.000    0.000    0.000 base.py:83(_deprecated_config_properties_to_config_map)
        1    0.000    0.000    0.000    0.000 contraction.py:1(<module>)
       32    0.000    0.000    0.000    0.000 decorators.py:190(wrapper)
        1    0.000    0.000    0.000    0.000 operations.py:555(AssocOpDispatcher)
        1    0.000    0.000    0.000    0.000 _trustregion_ncg.py:1(<module>)
        5    0.000    0.000    0.000    0.000 client.py:383(_check_close)
       35    0.000    0.000    0.000    0.000 client.py:1008(_output)
        1    0.000    0.000    0.000    0.000 socks.py:241(socksocket)
       69    0.000    0.000    0.000    0.000 typing_extensions.py:588(__eq__)
        5    0.000    0.000    0.000    0.000 computation.py:703(num_occurrences)
        1    0.000    0.000    0.000    0.000 machine.py:19(MachineSystem)
        1    0.000    0.000    0.000    0.000 text.py:80(Text)
        2    0.000    0.000    0.000    0.000 __init__.py:886(find_distributions)
       96    0.000    0.000    0.000    0.000 typing_extensions.py:2756(<listcomp>)
       10    0.000    0.000    0.000    0.000 utils.py:228(epochnow)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:1(<module>)
        6    0.000    0.000    0.000    0.000 feedparser.py:197(_new_message)
        1    0.000    0.000    0.000    0.000 case.py:308(TestCase)
        2    0.000    0.000    0.000    0.000 conflict.py:34(super_signature)
       10    0.000    0.000    0.000    0.000 binary_quadratic_model.py:548(num_interactions)
        1    0.000    0.000    0.000    0.000 dogbox.py:1(<module>)
      121    0.000    0.000    0.000    0.000 _make.py:564(<genexpr>)
       10    0.000    0.000    0.000    0.000 dwave_sampler.py:214(properties)
      334    0.000    0.000    0.000    0.000 enum.py:796(name)
        6    0.000    0.000    0.000    0.000 feedparser.py:70(close)
        1    0.000    0.000    0.000    0.000 gpickle.py:1(<module>)
        1    0.000    0.000    0.000    0.000 leda.py:1(<module>)
        5    0.000    0.000    0.000    0.000 models.py:11(__init__)
        1    0.000    0.000    0.000    0.000 layer.py:1(<module>)
        2    0.000    0.000    0.000    0.000 diagnostic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:211(_set_array_types)
        1    0.000    0.000    0.000    0.000 semiconnected.py:1(<module>)
        1    0.000    0.000    0.000    0.000 clustering_coefficient.py:1(<module>)
        6    0.000    0.000    0.000    0.000 ctx_mp_python.py:47(__new__)
        4    0.000    0.000    0.000    0.000 six.py:96(__get__)
       78    0.000    0.000    0.000    0.000 core.py:673(<genexpr>)
        4    0.000    0.000    0.000    0.000 boolean_fn.py:90(__invert__)
       53    0.000    0.000    0.000    0.000 tracer.py:124(<lambda>)
      374    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 rcm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 importtools.py:14(__sympy_debug)
        1    0.000    0.000    0.000    0.000 base_parser.py:102(BadLineHandleMethod)
        1    0.000    0.000    0.000    0.000 _distr_params.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _core.py:292(Registry)
        1    0.000    0.000    0.000    0.000 connectedcomponent.py:1(<module>)
      204    0.000    0.000    0.000    0.000 {method 'ljust' of 'str' objects}
        1    0.000    0.000    0.000    0.000 trees.py:1(<module>)
        1    0.000    0.000    0.000    0.000 second_order.py:1(<module>)
        1    0.000    0.000    0.000    0.000 objects.py:93(FixedWindowIndexer)
        1    0.000    0.000    0.000    0.000 __config__.py:9(DisplayModes)
      121    0.000    0.000    0.000    0.000 _make.py:997(<genexpr>)
        1    0.000    0.000    0.000    0.000 fields.py:410(merge_field_infos)
       16    0.000    0.000    0.000    0.000 {built-in method time.strftime}
        4    0.000    0.000    0.000    0.000 utils.py:739(__call__)
        1    0.000    0.000    0.000    0.000 models.py:177(_LeapTokenWrapper)
        1    0.000    0.000    0.000    0.000 _decomp_cossin.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ImageColor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _base.py:549(<dictcomp>)
        1    0.000    0.000    0.000    0.000 prof.py:12(make_dir)
       19    0.000    0.000    0.000    0.000 getlimits.py:709(max)
       18    0.000    0.000    0.000    0.000 deprecation.py:179(finalize)
       16    0.000    0.000    0.000    0.000 rcsetup.py:96(_listify_validator)
        5    0.000    0.000    0.000    0.000 response.py:636(_init_length)
        1    0.000    0.000    0.000    0.000 trsock.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _dtype_ctypes.py:1(<module>)
        4    0.000    0.000    0.000    0.000 nanops.py:383(_datetimelike_compat)
        1    0.000    0.000    0.000    0.000 kind.py:190(KindDispatcher)
        1    0.000    0.000    0.000    0.000 rules.py:1(<module>)
        1    0.000    0.000    0.000    0.000 error_functions.py:2328(fresnels)
        7    0.000    0.000    0.000    0.000 config.py:856(is_instance_factory)
        4    0.000    0.000    0.000    0.000 rrule.py:80(_invalidates_cache)
        2    0.000    0.000    0.000    0.000 ctx_mp_python.py:368(__new__)
        7    0.000    0.000    0.000    0.000 decorator.py:127(doctest_depends_on)
      138    0.000    0.000    0.000    0.000 cycler.py:227(<genexpr>)
        1    0.000    0.000    0.000    0.000 locales.py:5853(SinhalaLocale)
       24    0.000    0.000    0.000    0.000 pickletools.py:193(__init__)
        1    0.000    0.000    0.000    0.000 union_find.py:1(<module>)
        6    0.000    0.000    0.000    0.000 encoder.py:104(__init__)
        1    0.000    0.000    0.000    0.000 simpledomain.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _normalize.py:1(<module>)
       12    0.000    0.000    0.000    0.000 results.py:418(__getattr__)
        1    0.000    0.000    0.000    0.000 coreerrors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 compositedomain.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:7674(rayleigh_gen)
       62    0.000    0.000    0.000    0.000 patches.py:2357(_register_style)
        1    0.000    0.000    0.000    0.000 gates.py:1(<module>)
      140    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
       17    0.000    0.000    0.000    0.000 __init__.py:1710(getEffectiveLevel)
        1    0.000    0.000    0.000    0.000 spectral_graph_forge.py:1(<module>)
        1    0.000    0.000    0.000    0.000 encoding.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:634(beta_gen)
        1    0.000    0.000    0.000    0.000 version.py:67(_BaseVersion)
